-1.3333333333333333     0.0     
-1.3275862068965516     -6.81734958713301900000000E-8 
-1.3218390804597702     -1.36322695918048940000000E-7 
-1.3160919540229885     -2.04423311515711250000000E-7 
-1.3103448275862069     -2.72451072078183640000000E-7 
-1.3045977011494252     -3.403817315377940000000E-7 
-1.2988505747126435     -4.08191076909740000000E-7 
-1.293103448275862     -4.7585493878917380000000E-7 
-1.2873563218390804     -5.433491957470931000000E-7 
-1.2816091954022988     -6.1064978725274450000000E-7 
-1.2758620689655173     -6.7773271769056010000000E-7 
-1.2701149425287357     -7.445740681077950000000E-7 
-1.264367816091954     -8.1115000193676670000000E-7 
-1.2586206896551724     -8.7743677522666970000000E-7 
-1.2528735632183907     -9.4341074293424750000000E-7 
-1.247126436781609     -1.0090483688145468000000E-6 
-1.2413793103448274     -1.0743262330758321000000E-6 
-1.2356321839080457     -1.139221039276587000000E-6 
-1.229885057471264     -1.2037096234583564000000E-6 
-1.2241379310344827     -1.2677689633922756000000E-6 
-1.218390804597701     -1.3313761833918153000000E-6 
-1.2126436781609193     -1.3945085653782976000000E-6 
-1.206896551724138     -1.4571435542999703000000E-6 
-1.2011494252873562     -1.5192587679090744000000E-6 
-1.1954022988505746     -1.5808320027872470000000E-6 
-1.189655172413793     -1.6418412436299454000000E-6 
-1.1839080459770113     -1.7022646694992240000000E-6 
-1.1781609195402298     -1.7620806625018304000000E-6 
-1.1724137931034482     -1.821267813625127000000E-6 
-1.1666666666666665     -1.8798049331204916000000E-6 
-1.160919540229885     -1.937671054368669000000E-6 
-1.1551724137931034     -1.9948454436568377000000E-6 
-1.1494252873563218     -2.0513076060524327000000E-6 
-1.14367816091954     -2.1070372926033087000000E-6 
-1.1379310344827585     -2.1620145090537335000000E-6 
-1.132183908045977     -2.2162195201265905000000E-6 
-1.1264367816091954     -2.2696328582014755000000E-6 
-1.1206896551724137     -2.322235329226411000000E-6 
-1.1149425287356323     -2.374008020410656000000E-6 
-1.1091954022988506     -2.4249323051890315000000E-6 
-1.103448275862069     -2.474989851521059000000E-6 
-1.0977011494252873     -2.5241626264763300000000E-6 
-1.0919540229885056     -2.572432904116795000000E-6 
-1.0862068965517242     -2.6197832705747714000000E-6 
-1.0804597701149425     -2.666196630646785000000E-6 
-1.0747126436781609     -2.7116562134021177000000E-6 
-1.0689655172413794     -2.7561455780566274000000E-6 
-1.0632183908045978     -2.7996486207939597000000E-6 
-1.0574712643678161     -2.8421495781761524000000E-6 
-1.0517241379310345     -2.883633034798549000000E-6 
-1.0459770114942528     -2.9240839279888553000000E-6 
-1.0402298850574712     -2.963487551824073300000E-6 
-1.0344827586206895     -3.001829564785415000000E-6 
-1.0287356321839078     -3.0390959919562494000000E-6 
-1.0229885057471262     -3.075273232601224000000E-6 
-1.0172413793103448     -3.110348062667374600000E-6 
-1.011494252873563     -3.1443076413779636000000E-6 
-1.0057471264367814     -3.177139514112544000000E-6 
-0.9999999999999999     -3.2088316173333925000000E-6 
-0.9942528735632183     -3.2393722838908917000000E-6 
-0.9885057471264367     -3.268750245221478400000E-6 
-0.982758620689655     -3.29695463748673030000E-6 
-0.9770114942528735     -3.323975003089193000000E-6 
-0.9712643678160919     -3.3498012965840945000000E-6 
-0.9655172413793103     -3.374423886649916500000E-6 
-0.9597701149425286     -3.397833560484287000000E-6 
-0.9540229885057471     -3.420021526305087000000E-6 
-0.9482758620689655     -3.440979417746348000000E-6 
-0.9425287356321839     -3.4606992949951140000000E-6 
-0.9367816091954022     -3.479173649338918000000E-6 
-0.9310344827586207     -3.496395405287937000000E-6 
-0.9252873563218391     -3.512357922772935000000E-6 
-0.9195402298850575     -3.52705499987375000000E-6 
-0.9137931034482758     -3.5404808753204026000000E-6 
-0.9080459770114943     -3.552630230160503000000E-6 
-0.9022988505747127     -3.5634981901087787000000E-6 
-0.896551724137931     -3.5730803269871103000000E-6 
-0.8908045977011494     -3.5813726606950996000E-6 
